No,KOI Code,Variation,Breeder,VariationID,BreederID,Bloodline,BloodlineID,MMYY,Sequence,Nickname,Variety ,Gender,Birth Year & Month,Age,Breeder,Purchase Date,Size (cm),updated date,update size (cm),Seller Agent,Handling Agent,Price Buy ( JPY ),Price Buy ( IDR ),Keeping Location,Link Photos,Link Video,Link Trophy,Link Certificate,Sell Price (IDR),Sell Price ( JPY),Date of Sell,Buyer Name,Date of Death,Death Note,
93,GSHOMF122200001,GSH,OMF,35,61,,NULL,1222,00001,,Gin Shiro,Female,,3,Omosako Koi Farm,,67,,,Koi Palace,,,35000000,Duta Mas Jakarta,GSHOMF122200001.jpg,GSHOMF122200001.mp4,,,,,,,,,
94,SANTAM122200001,SAN,TAM,150,79,,NULL,1222,00001,,Sanke,Female,Jun 2019,3,Tamaura Fish Farm,Dec 2022,70,,,Koi Palace,,,73500000,Duta Mas Jakarta,SANTAM122200001.jpg,SANTAM122200001.mp4,,,,,,,,,
95,KAUMOK112200001,KAU,MOK,97,47,,NULL,1122,00001,,Kohaku,Female,Jun 2018,3,Momotaro Koi,Nov 2022,74,,,Koi Palace,,,53040000,Duta Mas Jakarta,KAUMOK112200001.jpg,KAUMOK112200001.mp4,,,,,,,,,
96,CHAMAR112200001,CHA,MAR,16,37,,NULL,1122,00001,,Chagoi,Female,Jun 2018,4,Marudo Koi Farm,Nov 2022,75,,,Koi Palace,,,45000000,Duta Mas Jakarta,CHAMAR112200001.jpg,CHAMAR112200001.mp4,,,,,,,,,
97,CHAMAR122200001,CHA,MAR,16,37,,NULL,1222,00001,,Chagoi,Female,Jun 2018,4,Marudo Koi Farm,Dec 2022,82,,,Koi Palace,,,186400000,Duta Mas Jakarta,CHAMAR122200001.jpg,CHAMAR122200001.mp4,,,,,,,,,
98,YOGIZU112200001,YOG,IZU,176,18,,NULL,1122,00001,,Yamabuki Ogon,Female,Jun 2018,4,Izumiya,Nov 2022,83,,,Koi Palace,,,55000000,Duta Mas Jakarta,YOGIZU112200001.jpg,YOGIZU112200001.mp4,,,,,,,,,
99,MUOXXX000000001,MUO,XXX,135,NULL,,NULL,0000,00001,,Mukashi Ogon,Male,,3,,,66,,,Koi Palace,,,,Duta Mas Jakarta,MUOXXX000000001.jpg,MUOXXX000000001.mp4,,,,,,,,,
100,SHUXXX000000001,SHU,XXX,159,NULL,,NULL,0000,00001,,Shusui,Female,,3,,,65,,,Koi Palace,,,,Duta Mas Jakarta,SHUXXX000000001.jpg,SHUXXX000000001.mp4,,,,,,,,,
101,KUAXXX000000001,KUA,XXX,122,NULL,,NULL,0000,00001,,Kujaku,Female,,4,,,75,,,Koi Palace,,,,Duta Mas Jakarta,KUAXXX000000001.jpg,KUAXXX000000001.mp4,,,,,,,,,
102,SHUMSE122200001,SHU,MSE,159,50,,NULL,1222,00001,,Shusui,Male,Jun 2019,3,Marusei Koi Farm,Dec 2022,66,,,Koi Palace,,,66200000,Duta Mas Jakarta,SHUMSE122200001.jpg,SHUMSE122200001.mp4,,,,,,,,,
103,MUOMHI112200001,MUO,MHI,135,41,,NULL,1122,00001,,Mukashi Ogon,Female,Jun 2018,4,Maruhiro Koi Farm,Nov 2022,78,,,Koi Palace,,,19950000,Duta Mas Jakarta,MUOMHI112200001.jpg,MUOMHI112200001.mp4,,,,,,,,,
104,HUIMHI122200001,HUI,MHI,80,41,,NULL,1222,00001,,Hiutsuri,Female,Jun 2018,4,Maruhiro Koi Farm,Dec 2022,80,,,Koi Palace,,,77166667,Duta Mas Jakarta,HUIMHI122200001.jpg,HUIMHI122200001.mp4,,,,,,,,,
105,OCHHIF122200001,OCH,HIF,137,8,,NULL,1222,00001,,Ochiba,Female,Jun 2019,3,Hiroi Koi Farm,Dec 2022,68,,,Koi Palace,,,49700000,Duta Mas Jakarta,OCHHIF122200001.jpg,OCHHIF122200001.mp4,,,,,,,,,
106,XXXXXX000000001,XXX,XXX,179,NULL,,NULL,0000,00001,,Aragoke Mukasi,Female,,3,,,66,,,Koi Palace,,,,Duta Mas Jakarta,XXXXXX000000001.jpg,XXXXXX000000001.mp4,,,,,,,,,
107,OCHHIF122200002,OCH,HIF,137,8,,NULL,1222,00002,,Ochiba,Female,Jun 2018,4,Hiroi Koi Farm,Dec 2022,73,,,Koi Palace,,,49700000,Duta Mas Jakarta,OCHHIF122200002.jpg,OCHHIF122200002.mp4,,,,,,,,,
108,HUIMHI122200001,HUI,MHI,80,41,,NULL,1222,00001,,Hiutsuri,Male,Jun 2019,3,Maruhiro Koi Farm,Dec 2022,64,,,Koi Palace,,,77166667,Duta Mas Jakarta,HUIMHI122200001.jpg,HUIMHI122200001.mp4,,,,,,,,,
109,GSWHIF000000001,GSW,HIF,64,8,,NULL,0000,00001,,Ginrin Showa,Female,Jun 2019,4,Hiroi Koi Farm,Dec 2022,73,,,Koi Palace,,,49700000,Duta Mas Jakarta,GSWHIF000000001.jpg,GSWHIF000000001.mp4,,,,,,,,,
110,KMAMHI122200001,KMA,MHI,104,41,,NULL,1222,00001,,Ki Matsuba,Female,Jun 2018,4,Maruhiro Koi Farm,Dec 2022,86,,,Koi Palace,,,77166667,Duta Mas Jakarta,KMAMHI122200001.jpg,KMAMHI122200001.mp4,,,,,,,,,
111,TANMHD122200001,TAN,MHD,165,40,,NULL,1222,00001,,Tancho,Male,Jun 2019,3,Maruhide koi Farm,Dec 2022,70,,,Koi Palace,,,37950000,Duta Mas Jakarta,TANMHD122200001.jpg,TANMHD122200001.mp4,,,,,,,,,
112,SHOHKF122200001,SHO,HKF,155,10,,NULL,1222,00001,,Showa,Female,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,65,,,Koi Palace,,,95900000,Duta Mas Jakarta,SHOHKF122200001.jpg,SHOHKF122200001.mp4,,,,,,,,,
113,BKIMRS112200001,BKI,MRS,12,48,,NULL,1122,00001,,Beni Kikokuryu,Male,Jun 2019,3,Marusaka Koi Farm,Nov 2022,65,,,Koi Palace,,,54520000,Duta Mas Jakarta,BKIMRS112200001.jpg,BKIMRS112200001.mp4,,,,,,,,,
114,KKAMRS122200001,KKA,MRS,107,48,,NULL,1222,00001,,Kin Kabuto,Female,Jun 2019,3,Maruse koi farm,Dec2022,63,,,Koi Palace,,,59800000,Duta Mas Jakarta,KKAMRS122200001.jpg,KKAMRS122200001.mp4,,,,,,,,,
115,TSHMRS122200001,TSH,MRS,175,48,,NULL,1222,00001,,Tancho Showa,Female,Jun 2018,4,Marusaka koi Farm,Dec 2022,72,,,Koi Palace,,,90950000,Duta Mas Jakarta,TSHMRS122200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
116,AMAXXX000000001,AMA,XXX,3,NULL,,NULL,0000,00001,,Aka Matsuba,Female,,3,,,65,,,Koi Palace,,,,Duta Mas Jakarta,AMAXXX000000001.jpg,AMAXXX000000001.mp4,,,,,,,,,
117,ASIYKF112200001,ASI,YKF,1,88,,NULL,1122,00001,,Asagi,Female,Jun 2018,4,Yagenzi Koi Farm,Nov 2022,77,,,Koi Palace,,,51775000,Duta Mas Jakarta,ASIYKF112200001.jpg,ASIYKF112200001.mp4,,,,,,,,,
118,KMTMSE122200001,KMT,MSE,111,50,,NULL,1222,00001,,Kin Matsuba,Female,Jun 2018,4,Marusei Koi Farm,Dec 2022,73,,,Koi Palace,,,66200000,Duta Mas Jakarta,KMTMSE122200001.jpg,KMTMSE122200001.mp4,,,,,,,,,
119,KAUHKF122200001,KAU,HKF,97,10,,NULL,1222,00001,,Kohaku,Female,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,68,,,Koi Palace,,,95900000,Duta Mas Jakarta,KAUHKF122200001.jpg,KAUHKF122200001.mp4,,,,,,,,,
120,GSWXXX000000001,GSW,XXX,64,NULL,,NULL,0000,00001,,Ginrin Showa,Female,,4,,,70,,,Koi Palace,,,,Duta Mas Jakarta,GSWXXX000000001.jpg,GSWXXX000000001.mp4,,,,,,,,,
121,DKOXXX000000001,DKO,XXX,20,NULL,,NULL,0000,00001,,Doitsu Kohaku,Female,,3,,,58,,,Koi Palace,,,,Duta Mas Jakarta,DKOXXX000000001.jpg,DKOXXX000000001.mp4,,,,,,,,,
122,DKOSHK122200001,DKO,SHK,20,72,,NULL,1222,00001,,Doitsu Kohaku,Female,Jun 2019,3,Shinoda Koi Farm,Dec 2022,64,,,Koi Palace,,,4500000,Duta Mas Jakarta,DKOSHK122200001.jpg,DKOSHK122200001.mp4,,,,,,,,,
123,KAUTRZ122200001,KAU,TRZ,97,91,,NULL,1222,00001,,Kohaku,Female,Jun 2019,3,Torazo,Dec 2022,63,,,Koi Palace,,,53200000,Duta Mas Jakarta,KAUTRZ122200001.jpg,KAUTRZ122200001.mp4,,,,,,,,,
124,BBBMSE122200001,BBB,MSE,4,50,,NULL,1222,00001,,Bekko,Female,Jun 2019,3,Marusei Koi Farm,Dec 2022,68,,,Koi Palace,,,47500000,Duta Mas Jakarta,BBBMSE122200001.jpg,BBBMSE122200001.mp4,,,,,,,,,
125,KUAXXX000000002,KUA,XXX,122,NULL,,NULL,0000,00002,,Kujaku,Male,,3,,,63,,,Koi Palace,,,,Duta Mas Jakarta,KUAXXX000000002.jpg,KUAXXX000000002.mp4,,,,,,,,,
126,DSASHK122200001,DSA,SHK,30,72,,NULL,1222,00001,,Doitsu Sanke,Female,Jun 2019,3,Shinoda Koi Farm,Dec 2022,62,,,Koi Palace,,,53000000,Duta Mas Jakarta,DSASHK122200001.jpg,DSASHK122200001.mp4,,,,,,,,,
127,GSWHIF122200003,GSW,HIF,64,8,,NULL,1222,00003,,Ginrin Showa,Female,Jun 2019,3,Hiroi Koi Farm,Dec 2022,62,,,Koi Palace,,,49700000,Duta Mas Jakarta,GSWHIF122200003.jpg,GSWHIF122200003.mp4,,,,,,,,,
128,OGOXXX000000001,OGO,XXX,139,NULL,,NULL,0000,00001,,Ogon,Male,,3,,,69,,,Koi Palace,,,,Duta Mas Jakarta,OGOXXX000000001.jpg,OGOXXX000000001.mp4,,,,,,,,,
129,KUAXXX000000001,KUA,XXX,122,NULL,,NULL,0000,00001,,Kujaku,Male,,3,,,59,,,Koi Palace,,,,Duta Mas Jakarta,KUAXXX062200001.jpg,KUAXXX062200001.mp4,,,,,,,,,
130,XXXXXX000000002,XXX,XXX,179,NULL,,NULL,0000,00002,,Ayawakaba,Female,,3,,,62,,,Koi Palace,,,,Duta Mas Jakarta,XXXXXX000000002.jpg,XXXXXX000000002.mp4,,,,,,,,,
131,KKAXXX000000001,KKA,XXX,107,NULL,,NULL,0000,00001,,Kin Kabuto,Male,,3,,,67,,,Koi Palace,,,,Duta Mas Jakarta,KKAXXX000000001.jpg,KKAXXX000000001.mp4,,,,,,,,,
132,TSAXXX000000001,TSA,XXX,173,NULL,,NULL,0000,00001,,Tancho Sanke,Female,,3,,,50,,,Koi Palace,,,,Duta Mas Jakarta,TSAXXX000000001.jpg,TSAXXX000000001.mp4,,,,,,,,,
133,TKOMHD112200001,TKO,MHD,170,40,,NULL,1122,00001,,Tancho Kohaku,Male,Jun 2019,3,Maruhide Koi Farm,Nov 2022,51,,,Koi Palace,,,37950000,Duta Mas Jakarta,TKOMHD112200001.jpg,TKOMHD112200001.mp4,,,,,,,,,
134,TSHMRS122200001,TSH,MRS,175,48,,NULL,1222,00001,,Tancho Showa,Male,Jun 2019,3,Marusaka Koi Farm,Dec 2022,54,,,Koi Palace,,,90950000,Duta Mas Jakarta,TSHMRS112200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
135,TKOMOK112200001,TKO,MOK,170,47,,NULL,1122,00001,,Tancho Kohaku,Male,Jun 2019,3,Momotaro Koi,Nov 2022,62,,,Koi Palace,,,67000000,Duta Mas Jakarta,TKOMOK112200001.jpg,TKOMOK112200001.mp4,,,,,,,,,
136,SHOHIF122200001,SHO,HIF,155,8,,NULL,1222,00001,,Showa,Male,Jun 2019,3,Hiroi Koi Farm,Dec 2022,53,,,Koi Palace,,,49700000,Duta Mas Jakarta,SHOHIF122200001.jpg,SHOHIF122200001.mp4,,,,,,,,,
137,GKOMOK012300001,GKO,MOK,46,47,,NULL,0123,00001,,Ginrin Kohaku,Female,,3,Momotaro Koi,Jan 2023,53,,,Koi Palace,,50000,,Duta Mas Jakarta,GKOMOK012300001.jpg,GKOMOK012300001.mp4,,,,,,,,,
138,SHOHKF122200001,SHO,HKF,155,10,,NULL,1222,00001,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,47,,,Koi Palace,,,95900000,Duta Mas Jakarta,SHOHKF122200001.jpg,SHOHKF122200001.mp4,,,,,,,,,
139,KAUXXX000000001,KAU,XXX,97,NULL,,NULL,0000,00001,,Kohaku,Female,,2,,,57,,,Koi Palace,,,,Duta Mas Jakarta,KAUXXX000000001.jpg,KAUXXX000000001.mp4,,,,,,,,,
140,SHOHKF122200002,SHO,HKF,155,10,,NULL,1222,00002,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,52,,,Koi Palace,,,95900000,Duta Mas Jakarta,SHOHKF122200002.jpg,SHOHKF122200002.mp4,,,,,,,,,https://drive.google.com/file/d/1ptBrqqR44p8vVftRVNKmUtk2KTwmHo5r/view?usp=drive_link
141,SHOXXX000000001,SHO,XXX,155,NULL,,NULL,0000,00001,,Showa,Male,,3,,,54,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000001.jpg,SHOXXX000000001.mp4,,,,,,,,,https://drive.google.com/file/d/1Cil0uJ4dl13DyNd4oTPa_LV8FfYSJgue/view?usp=drive_link
142,SHOXXX000000002,SHO,XXX,155,NULL,,NULL,0000,00002,,Showa,Male,,3,,,42,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000002.jpg,SHOXXX000000002.mp4,,,,,,,,,
143,KAUHKF122200001,KAU,HKF,97,10,,NULL,1222,00001,,Kohaku,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,52,,,Koi Palace,,,95900000,Duta Mas Jakarta,KAUHKF122200001.jpg,KAUHKF122200001.mp4,,,,,,,,,https://drive.google.com/file/d/1ntEVaEIpPntaWOZfS_jivnDjSHs7MEyC/view?usp=drive_link
144,TKOMHD112200002,TKO,MHD,170,40,,NULL,1122,00002,,Tancho Kohaku,Male,Jun 2019,3,Maruhide Koi Farm,Nov 2022,56,,,Koi Palace,,,37950000,Duta Mas Jakarta,TKOMHD112200002.jpg,TKOMHD112200002.mp4,,,,,,,,,
145,SANTAM122200001,SAN,TAM,150,79,,NULL,1222,00001,,Sanke,Male,Jun 2019,3,Tamaura Fish Farm,Dec 2022,47,,,Koi Palace,,,73500000,Duta Mas Jakarta,SANTAM122200001.jpg,SANTAM122200001.mp4,,,,,,,,,https://drive.google.com/file/d/1MfGErFm5-pI_GE_-TfGwzH5ypFSThpIn/view?usp=drive_link
146,SANXXX000000001,SAN,XXX,150,NULL,,NULL,0000,00001,,Sanke,Female,,3,,,50,,,Koi Palace,,,,Duta Mas Jakarta,SANXXX000000001.jpg,SANXXX000000001.mp4,,,,,,,,,
147,SANXXX000000002,SAN,XXX,150,NULL,,NULL,0000,00002,,Sanke,Male,,3,,,54,,,Koi Palace,,,,Duta Mas Jakarta,SANXXX000000002.jpg,SANXXX000000002.mp4,,,,,,,,,
148,SHOXXX000000003,SHO,XXX,155,NULL,,NULL,0000,00003,,Showa,Male,,3,,,57,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000003.jpg,SHOXXX000000003.mp4,,,,,,,,,
149,GKOMHI122200001,GKO,MHI,46,41,,NULL,1222,00001,,Ginrin Kohaku,Male,,3,Maruhiro Koi Farm,,54,,,Koi Palace,,,77166667,Duta Mas Jakarta,GKOMHI122200001.jpg,GKOMHI122200001.mp4,,,,,,,,,
150,SHOXXX000000004,SHO,XXX,155,NULL,,NULL,0000,00004,,Showa,Male,,3,,,53,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000004.jpg,SHOXXX000000004.mp4,,,,,,,,,
151,SUTOMF112200001,SUT,OMF,153,61,,NULL,1122,00001,,Shiroutsuri,Male,Jun 2019,3,Omosako Koi Farm,Nov 2022,48,,,Koi Palace,,,35000000,Duta Mas Jakarta,SUTOMF112200001.jpg,SUTOMF112200001.mp4,,,,,,,,,
152,SHOXXX000000005,SHO,XXX,155,NULL,,NULL,0000,00005,,Showa,Male,,,,,59,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000005.jpg,SHOXXX000000005.mp4,,,,,,,,,
153,SHOXXX000000006,SHO,XXX,155,NULL,,NULL,0000,00006,,Showa,Male,,3,,,62,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000006.jpg,SHOXXX000000006.mp4,,,,,,,,,
154,TSHMRS122200001,TSH,MRS,175,48,,NULL,1222,00001,,Tancho Showa,Male,Jun 2019,3,Marusaka Koi Farm,Dec 2022,56,,,Koi Palace,,,90950000,Duta Mas Jakarta,TSHMRS122200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
155,TSHXXX000000001,TSH,XXX,175,NULL,,NULL,0000,00001,,Tancho Sanke,Male,,3,,,55,,,Koi Palace,,,,Duta Mas Jakarta,TSHXXX000000001.jpg,TSHXXX000000001.mp4,,,,,,,,,
156,SANXXX000000003,SAN,XXX,150,NULL,,NULL,0000,00003,,Sanke,Male,,3,,,52,,,Koi Palace,,,,Duta Mas Jakarta,SANXXX000000003.jpg,SANXXX000000003.mp4,,,,,,,,,
157,TSAXXX000000002,TSA,XXX,173,NULL,,NULL,0000,00002,,Tancho Sanke,Female,,3,,,51,,,Koi Palace,,,,Duta Mas Jakarta,TSAXXX000000002.jpg,TSAXXX000000002.mp4,,,,,,,,,https://drive.google.com/file/d/16YyOMTx4wtUe82zpa68eqhgOMx-NmHXZ/view?usp=drive_link
158,KAUXXX000000002,KAU,XXX,97,NULL,,NULL,0000,00002,,Kohaku,Male,,3,,,55,,,Koi Palace,,,,Duta Mas Jakarta,KAUXXX000000002.jpg,KAUXXX000000002.mp4,,,,,,,,,https://drive.google.com/file/d/1-lc-RiZ4UAPkhGVvDhbnjtfSOjn5_zzi/view?usp=drive_link
159,MUOMHI112200001,MUO,MHI,135,41,,NULL,1122,00001,,Mukashi Ogon,Male,Jun 2019,3,Maruhiro Koi Farm,Nov 2022,55,,,Koi Palace,,,19950000,Duta Mas Jakarta,MUOMHI112200001.jpg,MUOMHI112200001.mp4,,,,,,,,,
160,SHOXXX000000007,SHO,XXX,155,NULL,,NULL,0000,00007,,Showa,Male,,3,,,47,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000007.jpg,SHOXXX000000007.mp4,,,,,,,,,
161,SHOXXX000000008,SHO,XXX,155,NULL,,NULL,0000,00008,,Showa,Female,,3,,,58,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000008.jpg,SHOXXX000000008.mp4,,,,,,,,,
162,SANXXX000000004,SAN,XXX,150,NULL,,NULL,0000,00004,,Sanke,Male,,3,,,51,,,Koi Palace,,,,Duta Mas Jakarta,SANXXX000000004.jpg,SANXXX000000004.mp4,,,,,,,,,
163,SHOXXX000000009,SHO,XXX,155,NULL,,NULL,0000,00009,,Showa,Male,,3,,,53,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000009.jpg,SHOXXX000000009.mp4,,,,,,,,,
164,KAUSHK102200001,KAU,SHK,97,72,,NULL,1022,00001,,Kohaku,Male,Jun 2019,3,Shinoda koi Farm,Oct 2022,56,,,Koi Palace,,,4500000,Duta Mas Jakarta,KAUSHK102200001.jpg,KAUSHK102200001.mp4,,,,,,,,,
165,SHUXXX000000001,SHU,XXX,159,NULL,,NULL,0000,00001,,Shusui,Male,,3,,,57,,,Koi Palace,,,,Duta Mas Jakarta,SHUXXX000000001.jpg,SHUXXX000000001.mp4,,,,,,,,,
166,SHOHKF122200003,SHO,HKF,155,10,,NULL,1222,00003,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,52,,,Koi Palace,,,95900000,Duta Mas Jakarta,SHOHKF122200003.jpg,SHOHKF122200003.mp4,,,,,,,,,https://drive.google.com/file/d/1_EtCOmyRueF48Z-Z8VZ2o8HPmRP59Wb2/view?usp=drive_link
167,TSHMRS122200001,TSH,MRS,175,48,,NULL,1222,00001,,Tancho Showa,Male,Jun 2019,3,Marusaka Koi Farm,Dec 2022,47,,,Koi Palace,,,90950000,Duta Mas Jakarta,TSHMRS122200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
168,SHOXXX000000010,SHO,XXX,155,NULL,,NULL,0000,00010,,Showa,Male,,3,,,53,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000010.jpg,SHOXXX000000010.mp4,,,,,,,,,https://drive.google.com/file/d/14zFUHXuhqNkO5G4RkT_ncMl8MPYai2q7/view?usp=drive_link
169,SHOXXX000000011,SHO,XXX,155,NULL,,NULL,0000,00011,,Showa,Male,,3,,,40,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000011.jpg,SHOXXX000000011.mp4,,,,,,,,,https://drive.google.com/file/d/1I6Tc76SjbddS2xWmF_U9hDlZF5AIdIyV/view?usp=drive_link
170,SHOXXX000000012,SHO,XXX,155,NULL,,NULL,0000,00012,,Showa,Male,,3,,,51,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000012.jpg,SHOXXX000000012.mp4,,,,,,,,,
171,SANXXX000000005,SAN,XXX,150,NULL,,NULL,0000,00005,,Sanke,Male,,3,,,53,,,Koi Palace,,,,Duta Mas Jakarta,SANXXX000000005.jpg,SANXXX000000005.mp4,,,,,,,,,
172,KAUHKF112200001,KAU,HKF,97,10,,NULL,1122,00001,,Kohaku,Male,Jun 2019,3,Hoshikin Koi Farm,Nov 2022,53,,,Koi Palace,,,55696500,Duta Mas Jakarta,KAUHKF112200001.jpg,KAUHKF112200001.mp4,,,,,,,,,
173,SHOXXX000000013,SHO,XXX,155,NULL,,NULL,0000,00013,,Showa,Male,,3,,,47,,,Koi Palace,,,,Duta Mas Jakarta,SHOXXX000000013.jpg,SHOXXX000000013.mp4,,,,,,,,,https://drive.google.com/file/d/1O5ae2_MGoJlAFLcWmHFIHwQ7qgsto9TD/view?usp=drive_link
